github_com_login,github_com_name,enterprise_server_user_ids,github_com_user,enterprise_server_user,visual_studio_subscription_user,license_type,github_com_profile,github_com_member_roles,github_com_enterprise_roles,github_com_verified_domain_emails,github_com_saml_name_id,github_com_orgs_with_pending_invites,github_com_two_factor_auth,enterprise_server_primary_emails,visual_studio_license_status,visual_studio_subscription_email,total_user_accounts
ETCorps,Extraterestrial Anonymous Satoshi Nakamoto Cosmos,"",true,false,false,Enterprise,https://github.com/ETCorps,Extraterestrial-Corporations:Owner,"Owner, Member","",,"",false,"",,,1
